Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,DayOfWeek,TeamID,OpponentID,ScoreID
10/24/2021 4:25:00 PM,1,2021,7,CHI,TB,AWAY,3,38,41,Raymond James Stadium,0,3,0,0,0,28,55,28:55,17,6,11,0,65,311,4.8,0,29,143,4.9,0,32,22,168,0,3,5.2,7.6,68.8,42.19,11,2,18.2,1,0,0,2,0,0,0,4,32,2,2,4,16,1,3,4,160,40,5,1,-4,21,14,0,3,0,31,5,31:05,28,12,13,3,70,408,5.8,5,31,182,5.9,1,39,22,226,4,0,5.8,10.3,56.4,107.43,12,4,33.3,2,1,50.0,7,5,0,0,1,10,1,1,0,0,6,5,4,161,40.2,1,5,4,0,0,71.4,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,2,1,46,22,0,0,6,2,1,49,13,4,16,4,3,3,Sunday,6,33,17786
10/24/2021 4:25:00 PM,1,2021,7,TB,CHI,HOME,38,3,41,Raymond James Stadium,21,14,0,3,0,31,5,31:05,28,12,13,3,70,408,5.8,5,31,182,5.9,1,39,22,226,4,0,5.8,10.3,56.4,107.43,12,4,33.3,2,1,50.0,7,5,0,0,1,10,1,1,0,0,6,5,4,161,40.2,1,5,4,0,3,0,0,0,28,55,28:55,17,6,11,0,65,311,4.8,0,29,143,4.9,0,32,22,168,0,3,5.2,7.6,68.8,42.19,11,2,18.2,1,0,0,2,0,0,0,4,32,2,2,4,16,1,3,4,160,40,5,1,-4,71.4,0,0,0,5,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,49,13,4,16,4,3,3,46,22,0,0,6,2,1,Sunday,33,6,17786
10/24/2021 4:25:00 PM,1,2021,7,HOU,ARI,AWAY,5,31,36,State Farm Stadium,2,3,0,0,0,25,57,25:57,8,0,6,2,49,160,3.3,0,15,42,2.8,0,32,23,118,0,0,3.7,5.1,71.9,77.34,13,2,15.4,2,0,0,0,0,0,0,8,80,1,1,2,17,0,0,7,0,0,1,1,0,0,17,7,7,0,34,3,34:03,24,7,15,2,69,397,5.8,4,37,172,4.6,1,28,20,225,3,1,8.0,11.2,71.4,115.92,12,6,50.0,1,1,100,4,3,0,0,7,54,0,0,4,36,0,0,4,0,0,1,1,0,0,0,75.0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,1,1,47,20,4,36,5,0,0,34,15,2,17,2,1,1,Sunday,13,1,17785
10/24/2021 4:25:00 PM,1,2021,7,ARI,HOU,HOME,31,5,36,State Farm Stadium,0,17,7,7,0,34,3,34:03,24,7,15,2,69,397,5.8,4,37,172,4.6,1,28,20,225,3,1,8.0,11.2,71.4,115.92,12,6,50.0,1,1,100,4,3,0,0,7,54,0,0,4,36,0,0,4,0,0,1,1,0,2,3,0,0,0,25,57,25:57,8,0,6,2,49,160,3.3,0,15,42,2.8,0,32,23,118,0,0,3.7,5.1,71.9,77.34,13,2,15.4,2,0,0,0,0,0,0,8,80,1,1,2,17,0,0,7,0,0,1,1,0,75.0,0,0,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,34,15,2,17,2,1,1,47,20,4,36,5,0,0,Sunday,1,13,17785
10/24/2021 8:20:00 PM,1,2021,7,IND,SF,AWAY,30,18,48,Levi's Stadium,7,6,7,10,0,33,56,33:56,17,8,6,3,60,295,4.9,4,33,148,4.5,2,26,17,147,2,0,5.7,8.6,65.4,105.77,14,6,42.9,1,1,100,5,3,0,0,6,45,2,2,1,3,5,3,6,273,45.5,2,4,2,12,0,0,6,0,26,4,26:04,13,5,8,0,53,280,5.3,2,24,111,4.6,1,27,16,169,1,2,6.3,10.6,59.3,59.03,11,1,9.1,0,0,0,3,2,0,0,7,122,2,2,2,12,3,9,4,193,48.2,4,2,-2,60.0,0,66.7,0,3,3,0,2,0,0,0,1,1,1,0,0,2,0,0,0,2,2,36,27,2,12,4,2,2,42,28,1,3,5,3,2,Sunday,14,31,17787
10/24/2021 8:20:00 PM,1,2021,7,SF,IND,HOME,18,30,48,Levi's Stadium,12,0,0,6,0,26,4,26:04,13,5,8,0,53,280,5.3,2,24,111,4.6,1,27,16,169,1,2,6.3,10.6,59.3,59.03,11,1,9.1,0,0,0,3,2,0,0,7,122,2,2,2,12,3,9,4,193,48.2,4,2,-2,7,6,7,10,0,33,56,33:56,17,8,6,3,60,295,4.9,4,33,148,4.5,2,26,17,147,2,0,5.7,8.6,65.4,105.77,14,6,42.9,1,1,100,5,3,0,0,6,45,2,2,1,3,5,3,6,273,45.5,2,4,2,66.7,0,60.0,0,1,0,0,2,0,0,0,2,2,3,3,0,2,0,0,0,1,1,42,28,1,3,5,3,2,36,27,2,12,4,2,2,Sunday,31,14,17787
10/25/2021 8:15:00 PM,1,2021,7,NO,SEA,AWAY,13,10,23,Lumen Field,0,10,0,3,0,32,49,32:49,21,7,10,4,68,304,4.5,1,31,94,3.0,0,35,19,210,1,0,6,11.1,54.3,81.85,13,2,15.4,2,2,100,4,1,0,0,7,90,1,1,2,12,8,9,6,285,47.5,1,0,-1,7,0,3,0,0,27,11,27:11,14,4,6,4,55,219,4.0,1,28,90,3.2,0,22,12,129,1,0,5.9,10.8,54.5,87.12,12,3,25.0,1,0,0,0,0,0,0,6,53,0,0,5,38,4,3,5,242,48.4,0,1,1,25.0,0,0,0,1,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,3,1,38,25,5,38,4,0,0,39,24,2,12,4,1,1,Monday,22,30,17788
10/25/2021 8:15:00 PM,1,2021,7,SEA,NO,HOME,10,13,23,Lumen Field,7,0,3,0,0,27,11,27:11,14,4,6,4,55,219,4.0,1,28,90,3.2,0,22,12,129,1,0,5.9,10.8,54.5,87.12,12,3,25.0,1,0,0,0,0,0,0,6,53,0,0,5,38,4,3,5,242,48.4,0,1,1,0,10,0,3,0,32,49,32:49,21,7,10,4,68,304,4.5,1,31,94,3.0,0,35,19,210,1,0,6,11.1,54.3,81.85,13,2,15.4,2,2,100,4,1,0,0,7,90,1,1,2,12,8,9,6,285,47.5,1,0,-1,0,0,25.0,0,1,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,2,2,39,24,2,12,4,1,1,38,25,5,38,4,0,0,Monday,30,22,17788
10/28/2021 8:20:00 PM,1,2021,8,GB,ARI,AWAY,24,21,45,State Farm Stadium,0,10,7,7,0,37,35,37:35,24,11,10,3,72,335,4.7,3,34,151,4.4,1,37,22,184,2,0,5.0,8.4,59.5,90.37,14,6,42.9,4,2,50.0,5,3,0,0,7,60,0,0,1,0,3,3,3,154,51.3,0,3,3,7,0,7,7,0,22,25,22:25,22,7,12,3,55,334,6.1,3,20,74,3.7,3,33,22,260,0,2,7.9,11.8,66.7,65.21,10,4,40.0,2,2,100,4,3,0,0,7,59,1,1,2,14,4,2,3,166,55.3,3,0,-3,60.0,0,75.0,0,3,3,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,37,16,2,14,4,0,2,42,35,1,0,5,2,0,Thursday,12,1,17789
10/28/2021 8:20:00 PM,1,2021,8,ARI,GB,HOME,21,24,45,State Farm Stadium,7,0,7,7,0,22,25,22:25,22,7,12,3,55,334,6.1,3,20,74,3.7,3,33,22,260,0,2,7.9,11.8,66.7,65.21,10,4,40.0,2,2,100,4,3,0,0,7,59,1,1,2,14,4,2,3,166,55.3,3,0,-3,0,10,7,7,0,37,35,37:35,24,11,10,3,72,335,4.7,3,34,151,4.4,1,37,22,184,2,0,5.0,8.4,59.5,90.37,14,6,42.9,4,2,50.0,5,3,0,0,7,60,0,0,1,0,3,3,3,154,51.3,0,3,3,75.0,0,60.0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,42,35,1,0,5,2,0,37,16,2,14,4,0,2,Thursday,1,12,17789
10/31/2021 1:00:00 PM,1,2021,8,PIT,CLE,AWAY,15,10,25,FirstEnergy Stadium,0,3,6,6,0,31,45,31:45,21,7,13,1,69,370,5.4,2,32,115,3.6,1,35,22,255,1,0,7.3,11.6,62.9,94.35,13,4,30.8,4,2,50.0,4,2,0,0,8,65,0,0,2,11,6,4,4,176,44,0,1,1,3,0,7,0,0,28,15,28:15,19,7,10,2,58,306,5.3,1,23,96,4.2,1,31,20,210,0,0,6.8,10.5,64.5,84.07,10,3,30.0,2,0,0,2,1,0,0,5,30,1,1,4,15,5,5,4,197,49.2,1,0,-1,50.0,0,50.0,0,0,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,1,1,42,19,4,15,2,1,2,50,27,2,11,5,1,0,Sunday,28,8,17793
10/31/2021 1:00:00 PM,1,2021,8,CLE,PIT,HOME,10,15,25,FirstEnergy Stadium,3,0,7,0,0,28,15,28:15,19,7,10,2,58,306,5.3,1,23,96,4.2,1,31,20,210,0,0,6.8,10.5,64.5,84.07,10,3,30.0,2,0,0,2,1,0,0,5,30,1,1,4,15,5,5,4,197,49.2,1,0,-1,0,3,6,6,0,31,45,31:45,21,7,13,1,69,370,5.4,2,32,115,3.6,1,35,22,255,1,0,7.3,11.6,62.9,94.35,13,4,30.8,4,2,50.0,4,2,0,0,8,65,0,0,2,11,6,4,4,176,44,0,1,1,50.0,0,50.0,0,1,1,0,0,0,0,0,1,1,0,0,0,4,0,0,0,1,1,50,27,2,11,5,1,0,42,19,4,15,2,1,2,Sunday,8,28,17793
10/31/2021 1:00:00 PM,1,2021,8,MIA,BUF,AWAY,11,26,37,Highmark Stadium,0,3,0,8,0,29,13,29:13,16,4,10,2,64,262,4.1,1,23,68,3.0,1,39,21,194,0,1,5.0,9.2,53.8,57.00,14,4,28.6,1,1,100,3,1,0,0,9,58,1,1,2,11,5,5,5,259,51.8,2,0,-2,3,0,7,16,0,30,47,30:47,24,5,15,4,66,351,5.3,3,23,102,4.4,1,43,29,249,2,0,5.8,8.6,67.4,97.92,13,6,46.2,1,0,0,4,3,0,0,9,80,0,0,0,0,6,4,4,163,40.8,0,2,2,33.3,0,75.0,0,0,0,0,2,1,0,0,2,1,2,2,0,1,0,0,0,2,2,48,24,0,0,5,1,0,44,16,2,11,4,1,1,Sunday,19,4,17791
10/31/2021 1:00:00 PM,1,2021,8,BUF,MIA,HOME,26,11,37,Highmark Stadium,3,0,7,16,0,30,47,30:47,24,5,15,4,66,351,5.3,3,23,102,4.4,1,43,29,249,2,0,5.8,8.6,67.4,97.92,13,6,46.2,1,0,0,4,3,0,0,9,80,0,0,0,0,6,4,4,163,40.8,0,2,2,0,3,0,8,0,29,13,29:13,16,4,10,2,64,262,4.1,1,23,68,3.0,1,39,21,194,0,1,5.0,9.2,53.8,57.00,14,4,28.6,1,1,100,3,1,0,0,9,58,1,1,2,11,5,5,5,259,51.8,2,0,-2,75.0,0,33.3,0,2,2,0,1,0,0,0,2,2,0,0,0,2,1,0,0,2,1,44,16,2,11,4,1,1,48,24,0,0,5,1,0,Sunday,4,19,17791
10/31/2021 1:00:00 PM,1,2021,8,CAR,ATL,AWAY,19,13,32,Mercedes-Benz Stadium,3,6,3,7,0,35,23,35:23,21,13,7,1,72,332,4.6,1,47,203,4.3,1,25,13,129,0,0,5.2,9.9,52.0,66.92,17,10,58.8,0,0,0,3,1,0,0,8,76,1,1,0,0,8,5,4,175,43.8,1,2,1,3,7,0,3,0,24,37,24:37,17,2,11,4,50,213,4.3,1,20,82,4.1,0,27,20,131,1,2,4.9,6.6,74.1,65.51,10,3,30.0,1,1,100,1,1,0,0,3,15,0,0,3,15,3,3,4,190,47.5,2,1,-1,33.3,0,100,0,1,1,0,0,0,0,0,4,4,1,1,0,0,0,0,0,3,2,37,17,3,15,6,0,0,52,25,0,0,4,1,1,Sunday,5,2,17790
10/31/2021 1:00:00 PM,1,2021,8,ATL,CAR,HOME,13,19,32,Mercedes-Benz Stadium,3,7,0,3,0,24,37,24:37,17,2,11,4,50,213,4.3,1,20,82,4.1,0,27,20,131,1,2,4.9,6.6,74.1,65.51,10,3,30.0,1,1,100,1,1,0,0,3,15,0,0,3,15,3,3,4,190,47.5,2,1,-1,3,6,3,7,0,35,23,35:23,21,13,7,1,72,332,4.6,1,47,203,4.3,1,25,13,129,0,0,5.2,9.9,52.0,66.92,17,10,58.8,0,0,0,3,1,0,0,8,76,1,1,0,0,8,5,4,175,43.8,1,2,1,100,0,33.3,0,1,1,0,0,0,0,0,3,2,1,1,0,0,0,0,0,4,4,52,25,0,0,4,1,1,37,17,3,15,6,0,0,Sunday,2,5,17790
10/31/2021 1:00:00 PM,1,2021,8,LAR,HOU,AWAY,38,22,60,NRG Stadium,7,17,14,0,0,33,35,33:35,26,9,16,1,66,467,7.1,5,31,165,5.3,2,34,22,302,3,0,8.9,13.7,64.7,122.43,11,4,36.4,1,0,0,7,5,0,0,3,20,0,0,1,8,9,4,4,178,44.5,0,1,1,0,0,0,22,0,26,25,26:25,18,4,13,1,58,323,5.6,3,14,44,3.1,1,39,29,279,2,1,7.2,9.6,74.4,100.27,12,4,33.3,0,0,0,2,2,0,0,6,38,0,0,5,31,2,2,7,364,52,1,0,-1,71.4,0,100,0,5,5,0,0,0,0,0,1,1,2,2,0,0,0,1,1,1,0,37,24,5,31,4,1,0,40,31,1,8,4,0,0,Sunday,32,13,17797
10/31/2021 1:00:00 PM,1,2021,8,HOU,LAR,HOME,22,38,60,NRG Stadium,0,0,0,22,0,26,25,26:25,18,4,13,1,58,323,5.6,3,14,44,3.1,1,39,29,279,2,1,7.2,9.6,74.4,100.27,12,4,33.3,0,0,0,2,2,0,0,6,38,0,0,5,31,2,2,7,364,52,1,0,-1,7,17,14,0,0,33,35,33:35,26,9,16,1,66,467,7.1,5,31,165,5.3,2,34,22,302,3,0,8.9,13.7,64.7,122.43,11,4,36.4,1,0,0,7,5,0,0,3,20,0,0,1,8,9,4,4,178,44.5,0,1,1,100,0,71.4,0,2,2,0,0,0,1,1,1,0,5,5,0,0,0,0,0,1,1,40,31,1,8,4,0,0,37,24,5,31,4,1,0,Sunday,13,32,17797
10/31/2021 1:00:00 PM,1,2021,8,SF,CHI,AWAY,33,22,55,Soldier Field,3,6,6,18,0,23,11,23:11,21,9,12,0,54,467,8.6,3,26,145,5.6,3,28,17,322,0,0,11.5,18.9,60.7,100.60,10,4,40.0,1,1,100,5,3,0,0,7,55,0,0,0,0,5,10,0,0,0,0,1,1,3,10,3,6,0,36,49,36:49,22,9,10,3,67,324,4.8,2,36,176,4.9,1,27,19,148,1,1,5.5,7.8,70.4,80.48,15,8,53.3,1,1,100,3,1,0,0,4,30,0,0,4,27,0,4,2,85,42.5,1,0,-1,60.0,0,33.3,0,2,1,0,2,1,0,0,5,4,2,1,0,0,0,0,0,3,3,57,11,4,27,2,1,0,35,19,0,0,4,0,0,Sunday,31,6,17792
10/31/2021 1:00:00 PM,1,2021,8,CHI,SF,HOME,22,33,55,Soldier Field,3,10,3,6,0,36,49,36:49,22,9,10,3,67,324,4.8,2,36,176,4.9,1,27,19,148,1,1,5.5,7.8,70.4,80.48,15,8,53.3,1,1,100,3,1,0,0,4,30,0,0,4,27,0,4,2,85,42.5,1,0,-1,3,6,6,18,0,23,11,23:11,21,9,12,0,54,467,8.6,3,26,145,5.6,3,28,17,322,0,0,11.5,18.9,60.7,100.60,10,4,40.0,1,1,100,5,3,0,0,7,55,0,0,0,0,5,10,0,0,0,0,1,1,33.3,0,60.0,0,2,1,0,0,0,0,0,3,3,2,1,0,2,1,0,0,5,4,35,19,0,0,4,0,0,57,11,4,27,2,1,0,Sunday,6,31,17792
10/31/2021 1:00:00 PM,1,2021,8,CIN,NYJ,AWAY,31,34,65,MetLife Stadium,0,17,7,7,0,23,39,23:39,18,3,13,2,54,318,5.9,4,16,41,2.6,1,35,22,277,3,1,7.9,12.6,62.9,104.11,10,4,40.0,1,0,0,6,4,0,0,5,51,0,0,3,28,5,4,4,185,46.2,1,3,2,7,7,3,17,0,36,21,36:21,32,6,23,3,78,511,6.6,4,27,97,3.6,1,49,39,414,3,2,8.4,10.6,79.6,105.27,11,6,54.5,0,0,0,6,4,0,0,8,46,1,1,2,8,5,7,1,45,45,3,1,-2,66.7,0,66.7,0,4,4,0,0,0,0,0,1,1,2,2,0,4,1,0,0,3,2,58,23,2,8,5,1,1,33,16,3,28,7,1,0,Sunday,7,24,17796
10/31/2021 1:00:00 PM,1,2021,8,NYJ,CIN,HOME,34,31,65,MetLife Stadium,7,7,3,17,0,36,21,36:21,32,6,23,3,78,511,6.6,4,27,97,3.6,1,49,39,414,3,2,8.4,10.6,79.6,105.27,11,6,54.5,0,0,0,6,4,0,0,8,46,1,1,2,8,5,7,1,45,45,3,1,-2,0,17,7,7,0,23,39,23:39,18,3,13,2,54,318,5.9,4,16,41,2.6,1,35,22,277,3,1,7.9,12.6,62.9,104.11,10,4,40.0,1,0,0,6,4,0,0,5,51,0,0,3,28,5,4,4,185,46.2,1,3,2,66.7,0,66.7,0,2,2,0,4,1,0,0,3,2,4,4,0,0,0,0,0,1,1,33,16,3,28,7,1,0,58,23,2,8,5,1,1,Sunday,24,7,17796
10/31/2021 1:00:00 PM,1,2021,8,PHI,DET,AWAY,44,6,50,Ford Field,7,10,21,6,0,35,0,35:00,27,19,6,2,62,350,5.6,5,46,236,5.1,4,16,11,114,0,0,7.1,10.4,68.8,89.06,10,5,50.0,0,0,0,5,4,0,0,2,15,0,0,0,0,12,7,1,47,47,0,1,1,0,0,0,6,0,25,0,25:00,15,3,11,1,58,228,3.9,1,18,57,3.2,1,34,25,171,0,0,5.0,6.8,73.5,84.31,14,5,35.7,5,2,40.0,1,1,0,0,8,50,1,1,6,51,0,3,3,140,46.7,1,0,-1,80.0,0,100,0,5,5,0,0,0,0,0,3,3,0,0,0,2,0,0,0,1,0,45,18,6,51,3,3,1,41,34,0,0,1,0,0,Sunday,26,11,17794
10/31/2021 1:00:00 PM,1,2021,8,DET,PHI,HOME,6,44,50,Ford Field,0,0,0,6,0,25,0,25:00,15,3,11,1,58,228,3.9,1,18,57,3.2,1,34,25,171,0,0,5.0,6.8,73.5,84.31,14,5,35.7,5,2,40.0,1,1,0,0,8,50,1,1,6,51,0,3,3,140,46.7,1,0,-1,7,10,21,6,0,35,0,35:00,27,19,6,2,62,350,5.6,5,46,236,5.1,4,16,11,114,0,0,7.1,10.4,68.8,89.06,10,5,50.0,0,0,0,5,4,0,0,2,15,0,0,0,0,12,7,1,47,47,0,1,1,100,0,80.0,0,0,0,0,2,0,0,0,1,0,5,5,0,0,0,0,0,3,3,41,34,0,0,1,0,0,45,18,6,51,3,3,1,Sunday,11,26,17794
10/31/2021 1:00:00 PM,1,2021,8,TEN,IND,AWAY,34,31,65,Lucas Oil Stadium,0,14,7,10,3,34,59,34:59,18,6,10,2,68,340,5,4,31,93,3,0,34,23,247,3,2,7.3,10.7,67.6,93.63,17,8,47.1,2,2,100,2,2,0,0,11,161,0,0,3,18,7,1,4,188,47,2,3,1,14,3,7,7,0,30,58,30:58,24,9,10,5,72,307,4.3,4,20,83,4.2,1,51,27,224,3,2,4.4,8.3,52.9,67.77,16,7,43.8,3,2,66.7,5,4,0,0,9,75,1,1,1,7,5,6,4,182,45.5,3,2,-1,100,0,80.0,0,4,4,0,0,0,0,0,2,2,4,4,0,0,0,0,0,1,1,45,24,1,7,9,1,1,54,14,3,18,5,1,0,Sunday,34,14,17795
10/31/2021 1:00:00 PM,1,2021,8,IND,TEN,HOME,31,34,65,Lucas Oil Stadium,14,3,7,7,0,30,58,30:58,24,9,10,5,72,307,4.3,4,20,83,4.2,1,51,27,224,3,2,4.4,8.3,52.9,67.77,16,7,43.8,3,2,66.7,5,4,0,0,9,75,1,1,1,7,5,6,4,182,45.5,3,2,-1,0,14,7,10,3,34,59,34:59,18,6,10,2,68,340,5,4,31,93,3,0,34,23,247,3,2,7.3,10.7,67.6,93.63,17,8,47.1,2,2,100,2,2,0,0,11,161,0,0,3,18,7,1,4,188,47,2,3,1,80.0,0,100,0,4,4,0,0,0,0,0,1,1,4,4,0,0,0,0,0,2,2,54,14,3,18,5,1,0,45,24,1,7,9,1,1,Sunday,14,34,17795
10/31/2021 4:05:00 PM,1,2021,8,NE,LAC,AWAY,27,24,51,SoFi Stadium,7,6,3,11,0,35,24,35:24,21,9,10,2,75,352,4.7,2,39,142,3.6,1,35,18,210,0,0,6,11.7,51.4,69.94,19,9,47.4,1,0,0,4,1,0,0,4,30,1,1,1,7,8,2,3,146,48.7,1,2,1,7,7,3,7,0,24,36,24:36,17,5,12,0,58,369,6.4,3,20,163,8.2,1,35,18,206,2,2,5.9,11.4,51.4,64.70,12,4,33.3,1,1,100,2,2,0,0,5,40,0,0,3,17,4,4,5,240,48,2,1,-1,25.0,0,100,0,1,1,0,2,1,0,0,4,4,3,3,0,0,0,0,0,1,1,34,21,3,17,8,0,0,51,22,1,7,1,1,1,Sunday,21,29,17798
10/31/2021 4:05:00 PM,1,2021,8,LAC,NE,HOME,24,27,51,SoFi Stadium,7,7,3,7,0,24,36,24:36,17,5,12,0,58,369,6.4,3,20,163,8.2,1,35,18,206,2,2,5.9,11.4,51.4,64.70,12,4,33.3,1,1,100,2,2,0,0,5,40,0,0,3,17,4,4,5,240,48,2,1,-1,7,6,3,11,0,35,24,35:24,21,9,10,2,75,352,4.7,2,39,142,3.6,1,35,18,210,0,0,6,11.7,51.4,69.94,19,9,47.4,1,0,0,4,1,0,0,4,30,1,1,1,7,8,2,3,146,48.7,1,2,1,100,0,25.0,0,3,3,0,0,0,0,0,1,1,1,1,0,2,1,0,0,4,4,51,22,1,7,1,1,1,34,21,3,17,8,0,0,Sunday,29,21,17798
10/31/2021 4:05:00 PM,1,2021,8,JAX,SEA,AWAY,7,31,38,Lumen Field,0,0,0,7,0,31,29,31:29,20,2,17,1,74,309,4.2,1,19,82,4.3,0,54,32,227,1,1,4.2,7.1,59.3,67.44,14,5,35.7,4,1,25.0,1,1,0,0,12,93,0,0,1,11,3,7,4,195,48.8,1,0,-1,7,10,7,7,0,28,31,28:31,17,5,9,3,52,229,4.4,4,25,69,2.8,1,24,20,160,2,0,6.7,8,83.3,122.22,10,3,30.0,1,1,100,4,3,0,0,5,40,0,0,3,35,7,1,5,226,45.2,0,1,1,100,0,75.0,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,1,32,28,3,35,1,0,0,47,31,1,11,9,0,0,Sunday,15,30,17799
10/31/2021 4:05:00 PM,1,2021,8,SEA,JAX,HOME,31,7,38,Lumen Field,7,10,7,7,0,28,31,28:31,17,5,9,3,52,229,4.4,4,25,69,2.8,1,24,20,160,2,0,6.7,8,83.3,122.22,10,3,30.0,1,1,100,4,3,0,0,5,40,0,0,3,35,7,1,5,226,45.2,0,1,1,0,0,0,7,0,31,29,31:29,20,2,17,1,74,309,4.2,1,19,82,4.3,0,54,32,227,1,1,4.2,7.1,59.3,67.44,14,5,35.7,4,1,25.0,1,1,0,0,12,93,0,0,1,11,3,7,4,195,48.8,1,0,-1,75.0,0,100,0,4,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,47,31,1,11,9,0,0,32,28,3,35,1,0,0,Sunday,30,15,17799
10/31/2021 4:25:00 PM,1,2021,8,TB,NO,AWAY,27,36,63,Caesars Superdome,7,0,14,6,0,26,44,26:44,16,3,13,0,58,421,7.3,4,14,71,5.1,0,41,28,350,4,2,8.5,12.5,68.3,106.76,13,8,61.5,1,0,0,2,2,0,0,11,99,1,1,3,25,7,3,3,126,42,3,0,-3,7,9,7,13,0,33,16,33:16,26,8,12,6,72,361,5.0,4,32,152,4.8,1,39,22,209,2,0,5.4,9.5,56.4,88.51,14,5,35.7,3,2,66.7,7,3,0,0,2,10,0,0,1,6,4,6,3,158,52.7,0,3,3,100,0,42.9,0,3,3,0,1,0,0,0,0,0,4,3,0,0,0,0,0,3,3,47,20,1,6,5,0,0,38,17,3,25,5,1,1,Sunday,33,22,17801
10/31/2021 4:25:00 PM,1,2021,8,NO,TB,HOME,36,27,63,Caesars Superdome,7,9,7,13,0,33,16,33:16,26,8,12,6,72,361,5.0,4,32,152,4.8,1,39,22,209,2,0,5.4,9.5,56.4,88.51,14,5,35.7,3,2,66.7,7,3,0,0,2,10,0,0,1,6,4,6,3,158,52.7,0,3,3,7,0,14,6,0,26,44,26:44,16,3,13,0,58,421,7.3,4,14,71,5.1,0,41,28,350,4,2,8.5,12.5,68.3,106.76,13,8,61.5,1,0,0,2,2,0,0,11,99,1,1,3,25,7,3,3,126,42,3,0,-3,42.9,0,100,0,4,3,0,0,0,0,0,3,3,3,3,0,1,0,0,0,0,0,38,17,3,25,5,1,1,47,20,1,6,5,0,0,Sunday,22,33,17801
